M,N,candidate_count,cutoff,factor_success,lll_runtime_seconds,lminus_success,model,omitted_layers,q,replicate,seed
8,55,0,2,False,0.0014277500449679792,False,A_uniform_hard_box,0,3,26,2026071327
8,55,0,2,False,0.001515125040896237,False,A_uniform_hard_box,0,3,27,2026071328
8,55,0,2,False,0.0013279999839141965,False,A_uniform_hard_box,0,3,28,2026071329
8,55,1,2,True,0.001454374985769391,True,A_uniform_hard_box,0,3,29,2026071330
8,55,0,2,False,0.001884333963971585,False,A_uniform_hard_box,0,3,30,2026071331
8,55,0,2,False,0.0014710829709656537,False,A_uniform_hard_box,0,3,31,2026071332
8,55,1,2,True,0.0014658329891972244,True,A_uniform_hard_box,0,3,32,2026071333
8,55,0,2,False,0.0013966249534860253,False,A_uniform_hard_box,0,3,33,2026071334
8,55,0,2,False,0.0015774999628774822,False,A_uniform_hard_box,0,3,34,2026071335
8,55,0,2,False,0.0013920000055804849,False,A_uniform_hard_box,0,3,35,2026071336
8,55,0,2,False,0.0017839170177467167,False,A_uniform_hard_box,0,3,36,2026071337
8,55,0,2,False,0.0014298330061137676,False,A_uniform_hard_box,0,3,37,2026071338
8,55,1,2,False,0.001524541003163904,False,A_uniform_hard_box,0,3,38,2026071339
8,55,1,2,True,0.0014246670180000365,True,A_uniform_hard_box,0,3,39,2026071340
8,55,0,2,False,0.0017975840019062161,False,A_uniform_hard_box,0,3,40,2026071341
8,55,0,2,False,0.0017375000170432031,False,A_uniform_hard_box,0,3,41,2026071342
8,55,0,2,False,0.0016464159707538784,False,A_uniform_hard_box,0,3,42,2026071343
8,55,0,2,False,0.001717875013127923,False,A_uniform_hard_box,0,3,43,2026071344
8,55,0,2,False,0.0016742919688113034,False,A_uniform_hard_box,0,3,44,2026071345
8,55,0,2,False,0.0021429999615065753,False,A_uniform_hard_box,0,3,45,2026071346
8,55,0,2,False,0.0014999579871073365,False,A_uniform_hard_box,0,3,46,2026071347
8,55,0,2,False,0.0013780409935861826,False,A_uniform_hard_box,0,3,47,2026071348
8,55,1,2,False,0.0015038750134408474,False,A_uniform_hard_box,0,3,48,2026071349
8,55,0,2,False,0.0016140840016305447,False,A_uniform_hard_box,0,3,49,2026071350
8,55,1,2,True,0.001983291993383318,True,A_uniform_hard_box,0,3,50,2026071351
8,55,2,2,True,0.0015281669911928475,True,A_uniform_hard_box,0,3,51,2026071352
8,55,0,2,False,0.0015452500083483756,False,A_uniform_hard_box,0,3,52,2026071353
8,55,0,2,False,0.0015367919695563614,False,A_uniform_hard_box,0,3,53,2026071354
8,55,1,2,True,0.0018386660376563668,True,A_uniform_hard_box,0,3,54,2026071355
8,55,0,2,False,0.002223125018645078,False,A_uniform_hard_box,0,3,55,2026071356
8,55,0,2,False,0.001451374962925911,False,A_uniform_hard_box,0,3,56,2026071357
8,55,0,2,False,0.0015426249592565,False,A_uniform_hard_box,0,3,57,2026071358
8,55,0,2,False,0.001493041985668242,False,A_uniform_hard_box,0,3,58,2026071359
8,55,0,2,False,0.001503957959357649,False,A_uniform_hard_box,0,3,59,2026071360
8,55,1,2,True,0.001810791960451752,True,A_uniform_hard_box,0,3,60,2026071361
8,55,0,2,False,0.001517999975476414,False,A_uniform_hard_box,0,3,61,2026071362
8,55,1,2,True,0.0013928749831393361,True,A_uniform_hard_box,0,3,62,2026071363
8,55,0,2,False,0.0014394999598152936,False,A_uniform_hard_box,0,3,63,2026071364
8,55,0,0,False,0.0022890830296091735,False,B_exact_finite_discrete_gaussian,2,3,0,2026072301
8,55,0,0,False,0.002009000047110021,False,B_exact_finite_discrete_gaussian,2,3,1,2026072302
8,55,0,0,False,0.001505291962530464,False,B_exact_finite_discrete_gaussian,2,3,2,2026072303
8,55,0,0,False,0.0014843749813735485,False,B_exact_finite_discrete_gaussian,2,3,3,2026072304
8,55,1,0,True,0.0015979160089045763,True,B_exact_finite_discrete_gaussian,2,3,4,2026072305
