M,certified,cp_saving,cutoff,cutoff_cp,d,dimensionless_ratio,exact_cp,loss_budget,m,operator_tv_bound,q,selected_cutoff,selected_exact,two_qubit_saving
128,True,0,6,105,5,0.0,105,0.05,4,0.0,7,6,True,0
128,False,105,0,0,5,40.0,105,0.1,4,1.0,7,6,True,105
128,False,75,1,30,5,40.0,105,0.1,4,1.0,7,6,True,75
128,False,50,2,55,5,40.0,105,0.1,4,1.0,7,6,True,50
128,False,30,3,75,5,40.0,105,0.1,4,1.0,7,6,True,30
128,False,15,4,90,5,40.0,105,0.1,4,1.0,7,6,True,15
128,False,5,5,100,5,19.634954084936204,105,0.1,4,0.4908738521234052,7,6,True,5
128,True,0,6,105,5,0.0,105,0.1,4,0.0,7,6,True,0
128,False,105,0,0,5,20.0,105,0.2,4,1.0,7,6,True,105
128,False,75,1,30,5,20.0,105,0.2,4,1.0,7,6,True,75
128,False,50,2,55,5,20.0,105,0.2,4,1.0,7,6,True,50
128,False,30,3,75,5,20.0,105,0.2,4,1.0,7,6,True,30
128,False,15,4,90,5,20.0,105,0.2,4,1.0,7,6,True,15
128,False,5,5,100,5,9.817477042468102,105,0.2,4,0.4908738521234052,7,6,True,5
128,True,0,6,105,5,0.0,105,0.2,4,0.0,7,6,True,0
128,False,105,0,0,5,160.0,105,0.05,8,1.0,7,6,True,105
128,False,75,1,30,5,160.0,105,0.05,8,1.0,7,6,True,75
128,False,50,2,55,5,160.0,105,0.05,8,1.0,7,6,True,50
128,False,30,3,75,5,160.0,105,0.05,8,1.0,7,6,True,30
128,False,15,4,90,5,160.0,105,0.05,8,1.0,7,6,True,15
128,False,5,5,100,5,78.53981633974482,105,0.05,8,0.4908738521234052,7,6,True,5
128,True,0,6,105,5,0.0,105,0.05,8,0.0,7,6,True,0
128,False,105,0,0,5,80.0,105,0.1,8,1.0,7,6,True,105
128,False,75,1,30,5,80.0,105,0.1,8,1.0,7,6,True,75
128,False,50,2,55,5,80.0,105,0.1,8,1.0,7,6,True,50
128,False,30,3,75,5,80.0,105,0.1,8,1.0,7,6,True,30
128,False,15,4,90,5,80.0,105,0.1,8,1.0,7,6,True,15
128,False,5,5,100,5,39.26990816987241,105,0.1,8,0.4908738521234052,7,6,True,5
128,True,0,6,105,5,0.0,105,0.1,8,0.0,7,6,True,0
128,False,105,0,0,5,40.0,105,0.2,8,1.0,7,6,True,105
128,False,75,1,30,5,40.0,105,0.2,8,1.0,7,6,True,75
128,False,50,2,55,5,40.0,105,0.2,8,1.0,7,6,True,50
128,False,30,3,75,5,40.0,105,0.2,8,1.0,7,6,True,30
128,False,15,4,90,5,40.0,105,0.2,8,1.0,7,6,True,15
128,False,5,5,100,5,19.634954084936204,105,0.2,8,0.4908738521234052,7,6,True,5
128,True,0,6,105,5,0.0,105,0.2,8,0.0,7,6,True,0
128,False,105,0,0,5,240.0,105,0.05,12,1.0,7,6,True,105
128,False,75,1,30,5,240.0,105,0.05,12,1.0,7,6,True,75
128,False,50,2,55,5,240.0,105,0.05,12,1.0,7,6,True,50
128,False,30,3,75,5,240.0,105,0.05,12,1.0,7,6,True,30
128,False,15,4,90,5,240.0,105,0.05,12,1.0,7,6,True,15
128,False,5,5,100,5,117.80972450961723,105,0.05,12,0.4908738521234052,7,6,True,5
128,True,0,6,105,5,0.0,105,0.05,12,0.0,7,6,True,0
128,False,105,0,0,5,120.0,105,0.1,12,1.0,7,6,True,105
128,False,75,1,30,5,120.0,105,0.1,12,1.0,7,6,True,75
128,False,50,2,55,5,120.0,105,0.1,12,1.0,7,6,True,50
128,False,30,3,75,5,120.0,105,0.1,12,1.0,7,6,True,30
128,False,15,4,90,5,120.0,105,0.1,12,1.0,7,6,True,15
128,False,5,5,100,5,58.90486225480861,105,0.1,12,0.4908738521234052,7,6,True,5
128,True,0,6,105,5,0.0,105,0.1,12,0.0,7,6,True,0
128,False,105,0,0,5,60.0,105,0.2,12,1.0,7,6,True,105
128,False,75,1,30,5,60.0,105,0.2,12,1.0,7,6,True,75
128,False,50,2,55,5,60.0,105,0.2,12,1.0,7,6,True,50
128,False,30,3,75,5,60.0,105,0.2,12,1.0,7,6,True,30
128,False,15,4,90,5,60.0,105,0.2,12,1.0,7,6,True,15
128,False,5,5,100,5,29.452431127404306,105,0.2,12,0.4908738521234052,7,6,True,5
128,True,0,6,105,5,0.0,105,0.2,12,0.0,7,6,True,0
128,False,105,0,0,5,480.0,105,0.05,24,1.0,7,6,True,105
128,False,75,1,30,5,480.0,105,0.05,24,1.0,7,6,True,75
128,False,50,2,55,5,480.0,105,0.05,24,1.0,7,6,True,50
128,False,30,3,75,5,480.0,105,0.05,24,1.0,7,6,True,30
128,False,15,4,90,5,480.0,105,0.05,24,1.0,7,6,True,15
128,False,5,5,100,5,235.61944901923445,105,0.05,24,0.4908738521234052,7,6,True,5
128,True,0,6,105,5,0.0,105,0.05,24,0.0,7,6,True,0
128,False,105,0,0,5,240.0,105,0.1,24,1.0,7,6,True,105
128,False,75,1,30,5,240.0,105,0.1,24,1.0,7,6,True,75
128,False,50,2,55,5,240.0,105,0.1,24,1.0,7,6,True,50
128,False,30,3,75,5,240.0,105,0.1,24,1.0,7,6,True,30
128,False,15,4,90,5,240.0,105,0.1,24,1.0,7,6,True,15
128,False,5,5,100,5,117.80972450961723,105,0.1,24,0.4908738521234052,7,6,True,5
128,True,0,6,105,5,0.0,105,0.1,24,0.0,7,6,True,0
128,False,105,0,0,5,120.0,105,0.2,24,1.0,7,6,True,105
128,False,75,1,30,5,120.0,105,0.2,24,1.0,7,6,True,75
128,False,50,2,55,5,120.0,105,0.2,24,1.0,7,6,True,50
128,False,30,3,75,5,120.0,105,0.2,24,1.0,7,6,True,30
128,False,15,4,90,5,120.0,105,0.2,24,1.0,7,6,True,15
128,False,5,5,100,5,58.90486225480861,105,0.2,24,0.4908738521234052,7,6,True,5
128,True,0,6,105,5,0.0,105,0.2,24,0.0,7,6,True,0
